"32863","Cottage Economy, to Which is Added The Poor Man's Friend","Cobbett, William","717","137"
"28528","A California Girl","Eldridge, Edward","1789","1551"
"19703","Madame Delphine","Cable, George Washington","440","476"
"23433","The Kitten's Garden of Verses","Herford, Oliver","32","13"
"24886","An Account of the Foxglove and some of its Medical Uses With Practical Remarks on Dropsy and Other Diseases","Withering, William","816","462"
"700","The Old Curiosity Shop","Dickens, Charles","7151","3196"
"2106","History of Friedrich II of Prussia — Volume 06","Carlyle, Thomas","963","234"
"32879","Reflections upon Two Pamphlets Lately Published  One called, A Letter from Monsieur de Cros, concerning the Memoirs of Christendom, and the Other, An Answer to that Letter.","Anonymous","593","2"
"34682","The Secret Pact","Wirt, Mildred A. (Mildred Augustine)","766","809"
"39472","Zoological Illustrations, Volume 2  or, Original Figures and Descriptions of New, Rare, or Interesting Animals","Swainson, William","56","1"
"6873","Mark Twain","Henderson, Archibald","1559","68"
"41070","The Native Races [of the Pacific states], Volume 1, Wild Tribes  The Works of Hubert Howe Bancroft, Volume 1","Bancroft, Hubert Howe","1512","446"
"21419","The Children: Some Educational Problems","Darroch, Alexander","305","28"
"32935","What a Man Wills","Vaizey, George de Horne, Mrs.","1926","1739"
"2059","The Little Shepherd of Kingdom Come","Fox, John","3991","913"
"6925","The History of Thomas Ellwood Written By Himself","Ellwood, Thomas","2164","296"
"46346","The History of Miss Betsy Thoughtless","Haywood, Eliza Fowler","7182","8741"
"2621","The Home Book of Verse — Volume 3","Stevenson, Burton Egbert","828","443"
"7388","The Poetical Works of Oliver Wendell Holmes — Volume 01: Earlier Poems (1830-1836)","Holmes, Oliver Wendell","168","114"
"18911","Biology A lecture delivered at Columbia University in the series on Science, Philosophy and Art November 20, 1907","Wilson, Edmund B. (Edmund Beecher)","34","0"
"37206","Sea and Sardinia","Lawrence, D. H. (David Herbert)","957","462"
"1191","The Double-Dealer: A Comedy","Congreve, William","446","288"
"22887","The Courtship, Marriage, and Pic-Nic Dinner of Cock Robin & Jenny Wren  With the Death and Burial of Poor Cock Robin","Anonymous","8","0"
"28887","The Boy Broker; Or, Among the Kings of Wall Street","Munsey, Frank Andrew","2129","135"
"32545","The Haunters of the Silences: A Book of Animal Life","Roberts, Charles G. D., Sir","3158","327"
"16550","The Prose Works of William Wordsworth  For the First Time Collected, With Additions from Unpublished Manuscripts. In Three Volumes.","Wordsworth, William","6858","1213"
"50038","The story of Hungary","Vámbéry, Ármin","3063","265"
"50689","One in a Thousand or, The Days of Henri Quatre","James, G. P. R. (George Payne Rainsford)","5347","2056"
"46689","Burgundy: The Splendid Duchy Stories and Sketches in South Burgundy","Allen, P. S. (Percy Stafford)","1665","540"
"47847","Studies in the Theory of Descent, Volume I","Weismann, August","80","5"
"32005","Border Raids and Reivers","Borland, Robert","1726","96"
"48793","Bacteria Especially as they are related to the economy of nature to industrial processes and to the public health","Newman, George A.","116","10"
"50808","Eutropius","Eutropius, Flavius","803","29"
"21695","Life in the Red Brigade: London Fire Brigade","Ballantyne, R. M. (Robert Michael)","828","199"
"42426","Gold Elsie","Marlitt, E. (Eugenie)","2314","3481"
"47858","The Islets of the Channel","Dendy, Walter Cooper","49","16"
"4698","Whitefoot the Wood Mouse","Burgess, Thornton W. (Thornton Waldo)","980","60"
"22881","My Friend Bobby","Nourse, Alan Edward","154","93"
"31985","Perfect Control","Stockham, Richard","110","38"
"2874","Personal Recollections of Joan of Arc — Volume 1","Twain, Mark","1540","1608"
"27256","A Pioneer Railway of the West","Lafferty, Maude Ward","69","4"
"28784","Letters to his mother, Ann Borrow and Other Correspondents","Borrow, George","27","8"
"29573","The O'Ruddy: A Romance","Crane, Stephen","2487","529"
"50933","Finding the Worth While in the Southwest","Saunders, Charles Francis","185","35"
"30715","Where There's Hope","Bixby, Jerome","37","10"
"17885","Madelon: A Novel","Freeman, Mary Eleanor Wilkins","3058","3335"
"30105","The Strand Magazine, Vol. 05, Issue 26, February 1893  An Illustrated Monthly","Various","1121","250"
"51258","A Bad Day for Vermin","Laumer, Keith","43","0"
"40566","Moth and Rust; Together with Geoffrey's Wife and The Pitfall","Cholmondeley, Mary","1271","1754"
"40772","Human Animals","Hamel, Frank","2824","1438"
"43150","The Constant Prince","Coleridge, Christabel R. (Christabel Rose)","1500","557"
"103","Around the World in Eighty Days","Verne, Jules","2023","256"
"22602","Punch, or the London Charivari, Vol. 150, January 5, 1916","Various","261","47"
"24603","The House of Toys","Miller, Henry Russell","1700","874"
"29658","Italy, the Magic Land","Whiting, Lilian","1229","505"
"35578","The Empty Sleeve or, The Life and Hardships of Henry H. Meacham, in the Union Army","Meacham, Henry H.","63","7"
"1997","The Divine Comedy, Volume 3, Paradise","Dante Alighieri","706","254"
"23117","The Island Home","Archer, Richard","2150","221"
"3953","Cinq Mars — Complete","Vigny, Alfred de","4755","959"
"24595","Cobb's Bill-of-Fare","Cobb, Irvin S. (Irvin Shrewsbury)","320","58"
"43750","Ancient Man in Britain","Mackenzie, Donald A. (Donald Alexander)","284","130"
"27982","The Ocean Waifs: A Story of Adventure on Land and Sea","Reid, Mayne","2355","312"
"25974","God's Plan with Men","Martin, T. T. (Thomas Theodore)","1214","46"
"45331","The Library of Work and Play: Electricity and Its Everyday Uses","Woodhull, John F.","279","29"
"18154","Calumet "K"","Webster, Henry Kitchell","2187","445"
"28576","Cutting It Out  How to get on the waterwagon and stay there","Blythe, Samuel G. (Samuel George)","41","2"
"1625","The Frozen Deep","Collins, Wilkie","776","492"
"14476","Life of Robert Browning","Sharp, William","1415","327"
"23013",""George Washington's" Last Duel  1891","Page, Thomas Nelson","655","191"
"28248","The Testimony of the Rocks or, Geology in Its Bearings on the Two Theologies, Natural and Revealed","Miller, Hugh","1756","49"
"6419","Copyright Renewals 1959","Library of Congress. Copyright Office","3","0"
"25922","Masters of the Wheat-Lands","Bindloss, Harold","3340","2354"
"11808","U.S. Copyright Renewals, 1953 July - December","Library of Congress. Copyright Office","25","8"
"36991","The ghosts of their ancestors","Mills, Weymer Jay","247","417"
"11676","The Balkan Wars: 1912-1913 Third Edition","Schurman, Jacob Gould","126","166"
"16000","The Ship of Stars","Quiller-Couch, Arthur","2368","838"
"26455","A History of Lumsden's Battery, C.S.A.","Maxwell, James Robert","381","25"
"12137","La Légende des Siècles","Hugo, Victor","335","25"
"19676","Shakespeare and Music With Illustrations from the Music of the 16th and 17th centuries","Naylor, Edward W. (Edward Woodall)","397","97"
"3113","Some Causes of the Prevailing Discontent","Warner, Charles Dudley","69","4"
"12279","The Maid-At-Arms: A Novel","Chambers, Robert W. (Robert William)","1918","1163"
"21784","The Goblins' Christmas","Anderson, Elizabeth","43","1"
"43063","A Case in Camera","Onions, Oliver","2246","657"
"14498","A Handbook to the Works of Browning (6th ed.)","Orr, Sutherland, Mrs.","4651","1227"
"23310","Bird Stories and Dog Stories","Anonymous","59","10"
"34925","Parlous Times: A Novel of Modern Diplomacy","Wells, David Dwight","3165","1761"
"32929","Thereby Hangs a Tale. Volume One","Fenn, George Manville","2915","1905"
"34198","The Will to Doubt: An essay in philosophy for the general thinker","Lloyd, Alfred H. (Alfred Henry)","715","47"
"37692","Cathedral Cities of Italy","Collins, W. W. (William Wiehe)","355","109"
"41570","The Asteroids; Or Minor Planets Between Mars and Jupiter.","Kirkwood, Daniel","37","0"
"500","The Adventures of Pinocchio","Collodi, Carlo","1719","72"
"7835","Lothair","Disraeli, Benjamin, Earl of Beaconsfield","3968","1226"
"15465","Parisian Points of View","Halévy, Ludovic","722","414"
"25267","Astronomy for Amateurs","Flammarion, Camille","205","190"
"25405","Honey-Bee 1911","France, Anatole","542","463"
"25610","A Child's Garden of Verses","Stevenson, Robert Louis","62","5"
"27930","David Fleming's Forgiveness","Robertson, Margaret M. (Margaret Murray)","3541","1818"
"31302","The Negro: What is His Ethnological Status? 2nd Ed.","Ariel","509","13"
"46605","Thomas Otway The Best Plays of the Old Dramatists","Otway, Thomas","1992","828"
"12669","Marriage","Ferrier, Susan","2333","5283"
"17773","Slavery's Passed Away and Other Songs","Various","13","2"
"31770","The Struggle for Missouri","McElroy, John","2209","74"
"38899","Punch, or the London Charivari, Vol. 150, June 21st, 1916","Various","171","42"
"25269","Elements of Plumbing","Dibble, Samuel Edward","48","0"
"1449","The Valley of the Moon","London, Jack","3789","3371"
"20793","Chambers's Edinburgh Journal, No. 443 Volume 17, New Series, June 26, 1852","Various","325","17"
"1804","War and the Future: Italy, France and Britain at War","Wells, H. G. (Herbert George)","463","90"
"21872","The Life of David: As Reflected in His Psalms","Maclaren, Alexander","1913","48"
"27778","Outlines of Dairy Bacteriology, 8th edition A Concise Manual for the Use of Students in Dairying","Russell, H. L. (Harry Luman)","51","3"
"36522","The Trail of the Axe: A Story of Red Sand Valley","Cullum, Ridgwell","4644","1578"
"40036","Tramping with Tramps: Studies and Sketches of Vagabond Life","Flynt, Josiah","2229","345"
"41802","Frank in the Mountains","Castlemon, Harry","2762","5"
"8076","The History of David Grieve","Ward, Humphry, Mrs.","10532","7958"
"47778","Battle of the Crater and Experiences of Prison Life","Shearman, Sumner Upham","63","8"
"51964","A Georgian Pageant","Moore, Frank Frankfort","2968","1540"
"44004","Warren Commission (4 of 26): Hearings Vol. IV (of 15)","Kennedy, The President's Commission on the Assassination of President","4195","353"
"31974","Last Days of the Rebellion  The Second New York Cavalry (Harris' Light) at Appomattox Station and Appomattox Court House, April 8 and 9, 1865","Randol, Alanson M.","41","0"
"5487","The Emperor — Volume 05","Ebers, Georg","683","482"
"13344","The Moral Picture Book","Anonymous","247","32"
"26600","Mother Earth, Vol. 1 No. 1, March 1906","Various","251","111"
"12101","A Social History of the American Negro  Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia","Brawley, Benjamin Griffith","1966","419"
"32438","The Book of Courage","Faris, John T. (John Thomson)","1793","140"
"35586","Reminiscences of a Canadian Pioneer for the last Fifty Years: An Autobiography","Thompson, Samuel","1266","228"
"40830","Twenty-Five Years in a Waggon in South Africa: Sport and Travel in South Africa","Anderson, Andrew A.","1092","120"
"24061","Jimmy Crow","Foster, Edith Francis","134","41"
"45743","Joan of Arc","Richards, Laura Elizabeth Howe","896","1289"
"4228","Giordano Bruno","Pater, Walter","120","2"
"8112","Houses and House-Life of the American Aborigines","Morgan, Lewis Henry","588","54"
"13085","A Diversity of Creatures","Kipling, Rudyard","2455","1012"
"13370","Q. E. D., or New Light on the Doctrine of Creation","Price, George McCready","102","19"
"13833","Blackfeet Indian Stories","Grinnell, George Bird","1475","281"
"15541","What Two Children Did","Chittenden, Charlotte E. (Charlotte Elizabeth)","332","576"
"41973","Yachting, Vol. 2","Middleton, T. B.","588","998"
"50196","Rambles in Cuba","Anonymous","239","115"
"32821","The Picturesque Antiquities of Spain  Described in a series of letters, with illustrations representing Moorish palaces, cathedrals, and other monuments of art, contained in the cities of Burgos, Valladolid, Toledo, and Seville.","Wells, Nathaniel Armstrong","1212","289"
"49830","Treasures in Heaven Fifteenth Book of the Faith Promoting Series","Various","934","412"
"26306","Simon","Clouston, J. Storer (Joseph Storer)","2713","847"
"30901","Fee of the Frontier","Fyfe, H. B. (Horace Bowne)","136","24"
"5560","Margery (Gred): A Tale Of Old Nuremberg — Complete","Ebers, Georg","5555","3446"
"36662","The Palm Tree Blessing","Shepard, William Edward","891","142"
"39769","Ghosts I Have Seen, and Other Psychic Experiences","Tweedale, Violet","1177","855"
"1812","A Prince of Bohemia","Balzac, Honoré de","300","304"
"8012","The Bible, King James version, Book 12: 2 Kings","Anonymous","1073","103"
"10586","Mike and Psmith","Wodehouse, P. G. (Pelham Grenville)","1681","20"
"39596","Georgina of the Rainbows","Johnston, Annie F. (Annie Fellows)","1889","2535"
"48790","The Catholic World, Vol. 15, Nos. 85-90, April 1872-September 1872  A Monthly Magazine","Various","8196","5834"
"7948","Abbotsford and Newstead Abbey","Irving, Washington","1552","429"
"1524","Hamlet, Prince of Denmark","Shakespeare, William","687","132"
"6168","Fifty Famous People: A Book of Short Stories","Baldwin, James","1255","109"
"15196","Punch, or the London Charivari, Volume 103, September 10, 1892","Various","151","24"
"16864","Notes of a Twenty-Five Years' Service in the Hudson's Bay Territory  Volume II.","McLean, John","657","62"
"863","The Mysterious Affair at Styles","Christie, Agatha","1213","832"
"5356","The Inside of the Cup — Volume 01","Churchill, Winston","694","94"
"21716","The Battery and the Boiler: Adventures in Laying of Submarine Electric Cables","Ballantyne, R. M. (Robert Michael)","2127","411"
"32359","Sinister Paradise","Williams, Robert Moore","494","130"
"33607","The Mother of St. Nicholas: A Story of Duty and Peril","Balfour, Grant","278","256"
"478","The Cost","Phillips, David Graham","3156","1929"
"6056","The Desired Woman","Harben, Will N. (Will Nathaniel)","3778","1997"
"48389","Six Girls and the Tea Room","Taggart, Marion Ames","789","2201"
"24673","A Phenomenal Fauna","Wells, Carolyn","101","6"
"39484","Daddy's Bedtime Bird Stories","Bonner, Mary Graham","448","98"
"45243","Popular British Ballads, Ancient and Modern, Vol. 3 (of 4)","Various","956","590"
"50046","The Writings of Thomas Jefferson, Volume II (of 9) Being His Autobiography, Correspondence, Reports, Messages, Addresses, and Other Writings, Official and Private","Jefferson, Thomas","2341","334"
"23349","The Religious Experience of the Roman People From the Earliest Times to the Age of Augustus","Fowler, W. Warde (William Warde)","2018","210"
"24359","The Return of Peter Grimm Novelised From the Play","Belasco, David","1991","830"
"35426","Polaris of the Snows","Stilson, Charles B. (Charles Billings)","374","62"
"38491","Notes and Queries, Vol. IV, Number 98, September 13, 1851  A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.","Various","172","32"
"22059","Balthasar and Other Works - 1909","France, Anatole","437","343"
"43343","The Vegetable Lamb of Tartary: A Curious Fable of the Cotton Plant","Lee, Henry","398","16"
"9263","In the Midst of Alarms","Barr, Robert","2332","475"
"16933","Joan of Arc","Gower, Ronald Sutherland, Lord","1078","2344"
"4056","Two Festivals","Follen, Eliza Lee Cabot","205","166"
"7355","Texas  A Brief Account of the Origin, Progress and Present State of the Colonial Settlements of Texas; Together with an Exposition of the Causes which have induced the Existing War with Mexico","Wharton, William H. (William Harris)","41","7"
"22672","Punch, or the London Charivari, Vol. 150, January 12, 1916","Various","150","33"
"40202","The Annals of Ann","Sharber, Kate Trimble","1092","1248"
"44002","Warren Commission (2 of 26): Hearings Vol. II (of 15)","Kennedy, The President's Commission on the Assassination of President","5325","2872"
"10780","Only an Incident","Litchfield, Grace Denio","705","1074"
"29756","The Cat of Bubastes: A Tale of Ancient Egypt","Henty, G. A. (George Alfred)","2596","614"
"27161","'Our Guy'  or, The elder brother","Boyd, E. E., Mrs.","629","805"
"11029","American Hero-Myths: A Study in the Native Religions of the Western Continent","Brinton, Daniel G. (Daniel Garrison)","1267","120"
"11855","U.S. Copyright Renewals, 1977 January - June","Library of Congress. Copyright Office","20","5"
"21127","The Mystics: A Novel","Thurston, Katherine Cecil","1221","681"
"4974","Australia Twice Traversed  The Romance of Exploration, Being a Narrative Compiled from the Journals of Five Exploring Expeditions into and Through Central South Australia and Western Australia, from 1872 to 1876","Giles, Ernest","1853","245"
"25485","Dikes and Ditches; Or, Young America in Holland and Belgium","Optic, Oliver","2163","234"
"47349","The Wild Garden  Or Our Groves and Gardens Made Beautiful by the Naturalisation of Hardy Exotic Plants; Being One Way Onwards from the Dark Ages","Robinson, W. (William)","33","4"
"51058","Motorcycle, Solo (Harley-Davidson Model WLA)","United States. War Department","12","0"
"4240","Women in Love","Lawrence, D. H. (David Herbert)","5999","5761"
"10880","Teddy's Button","Le Feuvre, Amy","1021","338"
"41508","Seven Legs Across the Seas: A Printer's Impressions of Many Lands","Murray, Samuel","1018","196"
"28472","Patrician and Plebeian Or The Origin and Development of the Social Classes of the Old Dominion","Wertenbaker, Thomas Jefferson","662","62"
"42708","Woman under Monasticism Chapters on Saint-Lore and Convent Life between A.D. 500 and A.D. 1500","Eckenstein, Lina","2067","3233"
"6790","Demetrius: A Play","Schiller, Friedrich","383","39"
"5509","Arachne — Volume 02","Ebers, Georg","576","325"
"46243","Divine Authority Or the Question: Was Joseph Smith Sent of God?","Pratt, Orson","228","9"
"49694","The Duke in the Suburbs","Wallace, Edgar","1648","405"
"1335","The Ancien Régime","Kingsley, Charles","356","42"
"13958","The Authoritative Life of General William Booth, Founder of the Salvation Army","Railton, George S. (George Scott)","2397","345"
"22377","Rollo in Switzerland","Abbott, Jacob","851","79"
"40119","Curiosities of Light and Sight","Bidwell, Shelford","49","2"
"10688","The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down","Frey, Hildegard G.","287","1938"
"21890","The Path to Home","Guest, Edgar A. (Edgar Albert)","605","197"
"45169","The Autobiography of a Thief","Hapgood, Hutchins","1739","444"
"13752","Wulfric the Weapon Thane  A Story of the Danish Conquest of East Anglia","Whistler, Charles W. (Charles Watts)","2553","384"
"16403","Led Astray and The Sphinx Two Novellas In One Volume","Feuillet, Octave","800","1426"
"47016","Ainslee's magazine, Volume 16, No. 2, September, 1905","Various","3214","2813"
"51610","Solid Solution","Stamers, James","130","13"
"16714","Under Sealed Orders","Cody, H. A. (Hiram Alfred)","3212","1347"
"47513","The Flea","Russell, Harold","41","5"
"36772","The Hearts of Men","Fielding, H. (Harold)","1081","68"
"43792","The History of Modern Painting, Volume 1 (of 4) Revised edition continued by the author to the end of the XIX century","Muther, Richard","4081","389"
"12312","A King, and No King","Fletcher, John","495","404"
"46548","Children of the Dear Cotswolds","Harker, L. Allen (Lizzie Allen)","2010","1125"
"13168","Dick in the Everglades","Dimock, A. W. (Anthony Weston)","2020","178"
"20667","A Canyon Voyage The Narrative of the Second Powell Expedition down the Green-Colorado River from Wyoming, and the Explorations on Land, in the Years 1871 and 1872","Dellenbaugh, Frederick Samuel","1014","132"
"26405","Penguin Persons & Peppermints","Eaton, Walter Prichard","962","239"
"3363","Fennel and Rue","Howells, William Dean","1030","1158"
"24548",""Shiloh" as Seen by a Private Soldier  With Some Personal Reminiscences","Olney, Warren","117","0"
"34478","The Modern Ku Klux Klan","Fry, Henry P. (Henry Peck)","782","47"
"18988","The First of April Or, The Triumphs of Folly: A Poem Dedicated to a Celebrated Duchess. By the author of The Diaboliad.","Combe, William","79","124"
"51362","Lex","Haggert, W. T.","137","15"
"12896","Essays Æsthetical","Calvert, George Henry","921","80"
"20449","The Plum Tree","Phillips, David Graham","2113","543"
"36137","The Preface to the Aeneis of Virgil (1718)","Trapp, Joseph","601","17"
"2445","Letters on England","Voltaire","807","52"
"7587","The Caxtons: A Family Picture — Volume 02","Lytton, Edward Bulwer Lytton, Baron","256","20"
"31698","A History of Nineteenth Century Literature (1780-1895)","Saintsbury, George","4560","394"
"32149","Unbegotten Child","Marks, Winston K.","58","75"
"39741","In My Nursery","Richards, Laura Elizabeth Howe","559","321"
"46032","Vitus Bering: the Discoverer of Bering Strait","Lauridsen, Peter","1207","16"
"1659","The Girl with the Golden Eyes","Balzac, Honoré de","813","339"
"3066","The Red Man's Continent: A Chronicle of Aboriginal America","Huntington, Ellsworth","126","23"
"30315","Raeburn","Caw, J. L. (James Lewis), Sir","376","2"
"15109","A Woman's Part in a Revolution","Hammond, Natalie Harris","433","83"
"41718","Dave Dawson on the Russian Front","Bowen, Robert Sidney","1599","115"
"1872","The Red House Mystery","Milne, A. A. (Alan Alexander)","2468","277"
"2136","The Tale of Balen","Swinburne, Algernon Charles","392","109"
"34919","Vision House","Williamson, A. M. (Alice Muriel)","2054","2226"
"44027","The Expositor's Bible: The Psalms, Volume III","Maclaren, Alexander","1540","50"
"687","A Personal Record","Conrad, Joseph","980","130"
"5071","The Philanderer","Shaw, Bernard","464","373"
"6492","Biographies of Working Men","Allen, Grant","2258","94"
"12485","The Three Brides","Yonge, Charlotte M. (Charlotte Mary)","4170","4170"
"37852","Chimneysmoke","Morley, Christopher","220","121"
"12885","Bundling; Its Origin, Progress and Decline in America","Stiles, Henry Reed","251","124"
"35127","Frank Merriwell's Return to Yale","Standish, Burt L.","3746","180"
"45379","Prairie-Dog Town","Baum, L. Frank (Lyman Frank)","62","37"
"12521","The Mirror of Literature, Amusement, and Instruction  Volume 20, No. 583, December 29, 1832","Various","193","45"
"32508","The Blind Lion of the Congo","Sayler, H. L. (Harry Lincoln)","1335","50"
"3677","On Our Selection","Rudd, Steele","1657","346"
"22211","Gilian The Dreamer: His Fancy, His Love and Adventure","Munro, Neil","4023","2152"
"44997","That Last Waif or Social Quarantine","Fletcher, Horace","137","34"
"51195","Camp Court and Siege A Narrative of Personal Adventure and Observation During Two Wars: 1861-1865; 1870-1871","Hoffman, Wickham","1164","158"
"13138","The Forgotten Threshold: A Journal of Arthur Middleton","O'Brien, Edward Joseph Harrington","63","2"
"20885","The Promised Land","Antin, Mary","1430","1168"
"24731","The Tale of Grunty Pig Slumber-Town Tales","Bailey, Arthur Scott","686","183"
"36433","Chronicles of the Schonberg-Cotta Family","Charles, Elizabeth Rundle","4299","1905"
"30179","The Note-Book of an Attaché: Seven Months in the War Zone","Wood, Eric Fisher","463","119"
"23087","Punch, or the London Charivari, Vol. 146, March 18, 1914","Various","280","78"
"22652","A Campfire Girl's Test of Friendship","Stewart, Jane L.","476","524"
"48195","A Report upon the Mollusk Fisheries of Massachusetts","Fisheries, Commissioners on","184","28"
"4081","The Alchemist","Jonson, Ben","877","244"
"12018","Notes and Queries, Number 17, February 23, 1850","Various","144","13"
"15442","Punch, or the London Charivari, Volume 101, October 31, 1891","Various","182","35"
"35610","McClure's Magazine, Vol. 1, No. 3, August, 1893","Various","1409","446"
"40882","Felix Holt, the Radical","Eliot, George","5556","2838"
"14985","Valere Aude: Dare to Be Healthy, Or, The Light of Physical Regeneration","Dechmann, Louis","276","34"
"16417","Spadacrene Anglica: The English Spa Fountain","Deane, Edmund","241","8"
"21299","Blue Jackets: The Log of the Teaser","Fenn, George Manville","2274","152"
"23646","The Pharaoh and the Priest: An Historical Novel of Ancient Egypt","Prus, Bolesław","6634","1029"
